voiture_seul.e,jamais_avion,pret,vtms_second_main,vrac,produits_locaux,eteindre,baisse_temperature,vegetalien,linge,voiture_seul.e_qual,jamais_avion_qual,pret_qual,vtms_second_main_qual,vrac_qual,produits_locaux_qual,eteindre_qual,baisse_temperature_qual,vegetalien_qual,linge_qual,voiture_seul.e_texte,jamais_avion_texte,pret_texte,vtms_second_main_texte,vrac_texte,produits_locaux_texte,eteindre_texte,baisse_temperature_texte,vegetalien_texte,linge_texte,age,situation,residence,travail
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",0,1,2,0,1,3,3,0,2,0,Bénéfices santé : moins de pollution plus de convivialité,La contrainte budgétaire,"Bénéfice Financier 
Contrainte de disponibilité au moment souhaité",moins de fast fashion plus de style (attention la première question est orientée avec le fait de ne pas toujours trouver le style d'habit souhaité : quand on fait les fripes on aime ça justement parce la pépite rend encore plus heureux),Simplicité on sort moins souvent les poubelles et c'est qu'une habitude à prendre au final,L'avion pour tranporter un fruit que je vais manger en 5min : le coût n'en vaut pas le moment par contre je les favorise en bocaux tout prêt : moins diététique mais ça peut faire travailler des entreprises locales et ces fruits là prennent le bateau : moins polluant,voir la balance allumage et veille pour certain produit,ça évite les rhumes et ça fait des économies d'énergie ,Je suis flexitarienne : je part du principe que sans vache : pas de bouse : pas d'amendement : pas de légume donc il faut manger de la viande pour avoir des légumes mais de manière très raisonnée ,pas de dépense énergétique et pas de dépense d'argent (l'air est gratuit contrairement à l'électricité),24,4,Principalement citadin,Etudiant
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",0,5,1,0,4,2,0,1,1,0,NA,Important de voyager et envie de découvrir le monde ,Pour les produits que je n’utilise pas tous les jours ,Moins cher et meilleur pour la planète ,,On a pas besoin de produits branlant de l’autre bout du monde on peut se contenter des produits locaux ,Normal ,,Pas besoin de protéine animal pour vivre ,,21,4,Principalement rural,Etudiant
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",5,0,0,0,0,4,4,3,5,0,NA,On peut se limiter à des lieux plus proche et tout aussi joli. ,On gagne en bénéficie pecunier. ,Bénéfice financier . ,Très facile à mettre en place quand on en la possibilité. ,Il faut savoir ce faire plaisir.,Je n'y pense pas ,Je n'y pense pas mais j'y songe..,J'aime la viande et n'envisage pas de l'enlever.,Je le fais déjà. ,77,3,Principalement rural,Retraité
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",5,0,1,1,0,1,1,1,0,1,Je suis très souvent accompagné de mes enfants dans la voiture,Je n'ai pas le budget pour voyager en famille 5 en avion,souvent cela revient moins cher de louer ,on peut garder ses vêtements plusieurs années,J'ai des sacs et des pots en verre pour mes achats et il n'y a plus de valeur de marques accordé au céréales du petit-déjeuner. le sevrage de télé et donc de pub est très efficace pour ne plus désirer des marques. et donc peut permettre de consommer ce qui est disponible prés de chez moi,si il y autant de bananes vendus s'est parce que c'est le fruit le moins cher malgré les kilomètre parcourus . une personne en France ayant un méthaniseur achète des bananes pour les mettre dans le méthaniseur . encore une fois car c'est ce qui est le moins cher une fois qu'il a mis tout ce qu'il peut produire sur son exploitation .,"il suffit d'installer les multiprises avec un bouton . on peut penser les tableaux électriques intelligemment aussi une partie à éteindre la nuit , éteindre en vacances  . les appareils type four ou micro onde n'ont pas besoin d'indiquer l'heure. il ya des programmateur mécanique chez IKEA le wifi est disponible juste au moment programmés . Ainsi pas de wifi pour les ado en mal de sommeil.",un plaid en plus sur le canapé . une grosse couette pour l'hiver  on ne maintient pas à 19° la nuit juste en hors gel.,"quand on s'est que c'est le choix le plus impactant au niveau carbonne, ça vaut le coup !",ça prend de la place dans la maison de sécher son linge . surtout en famille.  j'aimerai faire installer des fils sur poulies pour que le linge puisse sécher en hauteur ,42,3,Principalement rural,Avec un emploi
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",2,3,1,1,0,0,0,0,1,0,pas pouvoir me déplacer comme je veux et quand je veux,je ne m'empêcherais pas de voyager car c'est rater trop de choses indispensables,ça demande de l'organisation et de l'anticipation,"c'est parfois dur de trouver des pantalons à ma taille, mais ça permet de trouver des vêtements originaux et pas chers","pas de contrainte à mes yeux, il faut juste avoir un nouveau réflexe","pour les végétariens, les fruits exotiques où autres ont des vertus recherchées qu'on ne retrouve pas dans des aliments non-exotiques",il suffit d'y penser et d'avoir le réflexe,électricité moins chère,"compliqué quand on est invités, compliqué quand on est dans la cambrousse et qu'on n'a pas le choix parfois",ça ne me dérange pas d'avoir moins de place le temps que mes vêtements sèchent,22,4,Principalement citadin,Etudiant
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",5,4,1,2,1,1,2,2,4,0,Pas d'achat de nouvelle voiture ,Voyager moins ,Mise en réseau ,Mise en réseau ,Organiser ses achats ,Changer ses habitudes alimentaires ,Prendre le temps nécessaire ,Confort ,Gastronomie ,Prendre plus de temps ,57,4,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",0,3,1,3,4,3,2,3,5,0,Vivre en milieu rural implique certaines contraintes comme se déplacer pour aller travailler...,Je prends l avion une fois tous les 3 ans pour voyager je ne trouve pas que cela ait un impact important par rapport à des gens qui se déplacent  de façon régulière...,Bénéfice concerne l économie mais aussi la surconsommation,Je ne m achete pas beaucoup de vêtements car je les garde longtemps donc je prends du neuf,Éviter de faire des déchets et de polluer notre planète ,Malheureusement certains produits ne sont pas local mais je n' acheté que les produits de saisons,C est une habitude..,"Déjà mis en place , et on préfère rajouter une couche de vêtements ",Nous avons réduit la consommation de viande mais il n est pas question d arrêter d en maanger,On utilise jamais le sèche linge,49,4,Principalement rural,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",1,3,5,0,5,3,0,0,5,4,"horraires de travail, temps des bouchons",Ne plus voyager à l'étranger,Difficulté à trouver des prêt ou achat d'occasion trouvable en peu de temps,RAS,Impossible à trouver beaucoup de produits sans emballage,on ne trouve pas toujours facilement des produit locaux accessible,,,"Réduire la consommation de viande oui, l'arrêter non",Contrainte de temps avec les enfants,40,3,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,0,5,2,2,2,1,0,5,0,Je voyage toujours en présence de ma chienne,"Je me contente des visites de ma région, surtout de la nature",Utiliser du matériel autre que le mien est un risque pour les accidents,J'achète peu de nouveaux vêtements j'utilise au maximum ceux que je possède,"impact sur le climat, certainement mais attention aussi aux surcoûts assez fréquents",le seul fruit non local que je peux consommer est la banane mais ceci n'est pas obligatoire d'en consommer,c'est un réflexe chez moi,inutile de surchauffer une pièce non utilisée,je ne transige pas sur mon alimentation,mon linge a toujours séché à l'air libre,77,2,Principalement rural,Retraité
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",0,2,2,1,3,3,4,1,4,3,Amener les enfants à deux endroits différents,"Découvrir d'autres cultures, d'autres personnes et justement me rendre compte des impacts sur le climat dans d'autres pays ...",Tout dépend du materiel,Réutiliser ce qui n'a pas ou peu servi,Cela implique avoir plus de temps pour faire ses courses à différents endroits,Difficile selon les saisons,"Beaucoup d'appareils sont branchés, cela demanderait du temps supplémentaire pour gérer cela a chaque fois",C'est mieux de dormir dans une pièce pas trop chaude ,Je pense que c'est nécessaire de manger de tout,Il faut gérer davantage le temps ,41,4,Principalement rural,Avec un emploi
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,2,3,4,4,2,2,4,3,2,"Un trajet en voiture de vingt minutes pour aller en périphérie de ville mettrait bien plus longtemps en bus. Ça demande également de calquer son emploi du temps sur des départs de bus qui sont parfois que toutes les trente minutes. C'est à dire que j'aurais eu le temps de faire l'aller, la raison de mon déplacement, et le retour sur je ne serai toujours pas arrivé en transport en commun. De plus toutes les destinations ne sont pas desservies par les transports en commun sauf a raison d'en prendre un le matin tôt et de venir se faire chercher à la gareou gare routière. Dans tout les cas c'est une perte d'autonomie hors norme. Devant être amené à bouger très régulièrement il est impensable pour moi de devoir impérativement me calquer sur des emplois du temps d'autres personnes ou de trajet. En revanche je n'utilise pas la voiture pour aller en centre ville du fait de l'existence du métro (sauf si c'est en pleine nuit pour pallier la fermeture)",Je ne l'ai pris que très rarement. Mais je comprends que ça puisse être une solution de facilité pour ceux qui en ont besoin,"Je me fait souvent prêter des choses par ma famille, mais a noter que c'est plus compliqué quand j'ai besoin de matériel spécifique. L'achat reste donc souvent la seule solution",Des fois on trouve des vêtements sympas en seconde main mais très rarement chez les hommes. Je suis assez compliqué mais si je trouve pourquoi pas.,"Outre les magasins spécialisés, c'est souvent réduire grandement le choix disponible
Mais a généraliser dans les commerces classique","Peu contraignant à faire mais j'avoue que même si l'avocat est un désastre écologique, c'est quand même bon",J'ai visiblement de mauvaises habitudes,Alors ça m'arrive de devoir recourir au plaid et au pull mais plus par nécessité que confort ,"Je mange de moins en moins de viande, mais je n'adopterai pas pour autant un régime strictement végétal. Pas pour le moment toujours","C'est pas ça qui va rehausser mon bilan carbone, mais effectivement je laisse sécher les vêtements à l'air libre ",21,4,Principalement citadin,Etudiant
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire",3,1,0,3,1,3,1,4,1,4,Contraintes familiales,Il y a déjà de belles choses à voir en France,J'applique le minimalisme et le zéro déchet,Il faut anticiper et s'adapter,"J'achète déjà en vrac, au marché le plus possible mais je ne trouve pas tout. Je dos encore aller au supermarché et avoir certains emballages ",Les enfants aiment certains produits qu'on achète parfois pour faire plaisir,On le fait déjà ,Nous chauffons à 20°. 19° me semble trop dur,Nous achetons la viande en circuit court uniquement et limitons sa consommation,Nous ne faisons mais pas l'hiver. Trop humide dans notre région. Nous limitons dès que possible ,38,4,Principalement citadin,Avec un emploi
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",4,3,0,1,2,1,0,2,2,0,Cela permet de réduire l’impact carbone par personne et cela ne paraît peu contraignant si on le fait avec des personnes qu’on connaît ,En tant que jeune on a tous plus ou moins des rêves de voyager à l’étranger donc c’est sur que ce serait compliqué de faire une croix sur ces rêves mais cela pourrait déjà avoir un impact positif,C’est pour moi une super habitude car ca semble assez inutile d’acheter du matériel qui ne servira que peu de fois et qui prendra la poussière dans un coin ensuite,C’est vrai qu’il peut y avoir moins de choix et un manque d’accessibilité pour les boutiques de seconde main physique mais avec des sites de seconde main comme Vinted par exemple c’est très facile à mettre en place comme habitude ,J’aimerais beaucoup pouvoir faire ça plus souvent mais c’est vrai que il n’y a pas toujours ce genre de dispositifs accessible à tous et le choix peut être assez limité mais ça changerait réellement la donne sur les déchets et emballages excessifs ,En France on a quand même la chance d’avoir une grande sélection de fruits et légumes locales et on peut vraiment se passer de fruits et légumes exotiques ,C’est une habitude à prendre mais ça prend très peu de temps et d‘effort et c’est très facile à mettre en place ,On est habitué à notre confort mais mettre un pull n’est pas un si grand effort pour baisser son empreinte carbone ,Il y a pleins d’alternatives végétales à la viande qui peuvent non seulement être meilleures pour l’environnement mais aussi pour la santé mais c’est vrai que couper complètement la viande de son régime alimentaire peut être compliqué notamment pour aller aux restaurants ,Habitude très facile à mettre en place et beaucoup plus économe ,19,3,Principalement citadin,Etudiant
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,4,4,5,3,4,1,3,3,1,J’ai fais ce choix pour les long trajets qui permet de partager les frais d’essence mais qui limite l’intimité. ,Actuellement cela ne me dérange pas cependant plus tard cela pourrait changer et m’intéresse d’avantages ,Je préfère avoir les choses a ma disposition facilement ,Je trouve cela facile de trouver ce que j’aime dans les magasins ,Actuellement étudiante je trouve cela compliqué mais plus tard pourquoi pas ,Actuellement étudiante ce mode de vie ne me correspond pas ,je ne trouve pas cela contraignant dans la vie de tout les jours ,Je ne trouve pas cela contraignant pour la vie de tous les jours ,Certains aliments d’origine animale me manqueraient dans mon alimentation ,Ce système de séchage est facile à mettre en place et efficace ,21,3,Principalement citadin,Etudiant
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,5,2,4,4,5,2,4,4,3,Confort ,"Le voyage est important pour moi, les trajets en avion peuvent néanmoins être largement diminués sans être totalement éradiqués ",Habitude facile à prendre ,Je suis attachée au neuf pour certains produits (manteaux etc..) mais il est envisageable d’augmenter ma consommation de vêtements de seconde main,En tant qu’étudiante le budget peut être assez serré alors je vais vers la facilité,Ces aliments sont des aliments que j’apprécie et que je ne souhaite pas éliminer de mon régime ,Il faut y penser mais il s’agit d’un geste rapide,J’ai besoin d’être à l’aise chez moi et de ne pas m’y sentir au froid,"Je ne souhaite pas modifier mon régime pour un régime végétalien, seulement réduire la proportion de viande ","Dépend du contexte et du temps que l’on a à disposition, j’essaye de le faire quand c’est possible mais en tant qu’étudiante qui lave son linge à la laverie il est difficile d’étendre tout son linge ensuite dans son appartement..",21,2,Principalement citadin,Etudiant
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,2,0,0,0,0,3,0,0,0,NA,Je prends l'avion  une fois tous les 5 ans pour des grands trajets ( les Antilles en 2017),,je le fais déjà et je retape mes vieux habits,Je le fais déjà,je le fais déjà mais je craque de temps en temps pour des bananes bio ou avocats bio,je n'y pense pas assez et le fais de temps en temps,pull en laine et plaid sur les jambes  au repos,"je mange de la viande ( poulet ou  boeuf, produits localement ) quatre repas par semaine,  fruits de mer aussi et sardines, maquereaux et légumineuses",je n'ai pas de sèche linge et je n'en veux pas!,66,3,Principalement citadin,Retraité
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",5,3,1,0,4,3,1,1,5,0,Faire des économies essence,Pour certains voyages l'avion reste la seule option ,"Pour faire ce choix le prix devrait être plus attractif
",Aimer chiner et trouver la perle rare et faire des économies,Moins d'emballage serait la bienvenue ,"Pour manger local il faut avoir un budget conséquent
De plus il faut bien faire travailler les dom tom",Une habitude à prendre et après des économies d'électricité,"Maison surchauffée mauvais pour la santé
",J'aime la viande ,Fait sauf l'hiver mais en même temps le sèche linge chauffe la pièce où il est installé,53,2,Principalement rural,Retraite salarié et en formation
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",4,3,3,2,2,4,0,2,3,2,Trop contraignant la voiture est mon outil de travail ,Le choix de pouvoir voir le monde ,"Éviter la surconsommation, ne pas avoir du matériel qu'on utilise peu dans les tiroirs et qui prennent de la place. ","Économie d'argent, trouver des styles différents qui ne se font plus dans le commerce. ","Moins d'emballages à jeter, mais majoration du prix sur certain produit. ","Coût des produits locaux exorbitants, diversifier la nourriture. ","Diminution de la facture d'électricité, évite à l'appareil de s'endommager trop vite. ","Contrainte: avoir froid le matin au réveil.
Bénéfice meilleur pour la santé ","Ne pas exploiter les animaux dans des conditions horribles. 
Contrainte: Devoir prendre des vitamines pour compenser le manque. ","Économie d'électricité.
",27,3,Principalement rural,Avec un emploi
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,5,2,2,5,5,4,2,5,0,Le choix imposé empêche les nuances. car ma réponse est ni oui ni non. de plus en tant qu’handicapé je ne passe pas mon temps a faire du blablacar pour avoir des passagers. ,Il y a d’autres postes d’amelioration pour l’environnement ! ,le bilan énergétique de possession est il en faveur de la location.  cela doit dépendre  du bien concerné. ,Quand c'est possible oui ,tous les produits ne le permettent pas,Je le fais quand je peux,mon travail m’empêche de le faire,facile,Je suis omnivore et dans quinze ans nous mangerons de la viande animale ne provenant pas d’animaux. de plus les protéines animale venant de larves d’insectes ! donc une fois de plus le choix est trop tranché pour être réaliste à l’échelle d’une population,on n’a pas de sèche linge,52,4,Principalement citadin,"Etudiant, salarié et chef d’entreprise"
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",5,1,0,0,0,5,1,1,0,0,"Économie, rencontre, contraintes, être hyper organisée, à l heure, connaître son emploi du temps à l avance...","J aime voyager, voir le monde cependant il y a déjà beaucoup à faire en France et nos pays voisins ",Je le fais déjà ,"Économie recyclage, contrainte les vêtements s'usent plus vite","Économie, évite les emballages, le plastique, le recyclage... pas de contraintes spécifiques si ce n est de penser à prendre ses sacs en coton...","J achète bcp de produits locaux et le favorise dès que je peux... cependant, me passer de bananes, avocat qui sont des fruits très intéressants au point de vue nutritif me paraît difficile, et encore plus pour le chocolat. J aime bien le réseau biocoop qui ne reçoit aucune marchandise par avion...","Je le fais pour une question de santé, surtout...","Nous nous chauffons au bois, qui malheureusement pollue beaucoup. Notre chalet est petit et vite réchauffé","J'ai été végétarienne pendant plus de quinze ans. J'ai dû reprendre lors de mes grossesses. Maintenant  que je suis prête à terminer un allaitement, je songe à redevenir végétarienne. Cependant ma consommation de viande est très réduite, une à deux fois par semaine et ma consommation de poisson est quasi inexistante. Quelques poissons gras pour les apports en oméga 3, type maquereau et truite locale. ","Nous n'avons pas de sèche-linge. Apparemment, ça use aussi beaucoup les habits...",38,2,Principalement rural,En cours de développement de mon activité 
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire",5,4,2,1,4,1,1,4,5,5,"Bénéfices : Économie, rencontres
Contraintes : perte de temps, incertitude sur le planning, problème de dernière minute, risque de retard en cas d'impératif","Bénéfice : pollution moindre, économie énergétique
Contraintes : allongement du trajet, impossibilité de revoir des personnes proches, perte pour les zones touristiques","Bénéfice : économie, gain de place, évite la vétusté, amélioration technique
Contraintes : difficulté pour trouver l'objet, le transporter, savoir s'en servir, délai avant de l'avoir","Bénéfice, économie, permet de voir la qualité du vêtement et sa résistance, permet de trouver des coupes qui conviennent mais qui ne sont plus à la mode
Contrainte : pour les personnes avec une morphologie atypique difficile de trouver un vêtement qui soit seyant.
Indisponibilité d'un type de vêtement quand on en a besoin","Bénéfice : moins de déchets et de pollution
Inconvénients : pas toujours adapté à l'utilisation prévue, au transport, à une conservation de qualité, poids des contenants à transporter","Bénéfice ' alimentation de saison, conforme avec nos capacités digestives, résilience alimentaire
Inconvénients : moins de variété dans les plats","Avantages : économie, moins d'usure
Inconvénients : obligation de refaire certains paramètrages","Bénéfice : facture moindre
Inconvénient : selon l'activité et la thermogenèse de la personne, ce n'est pas toujours gérable","Bénéfice : meilleur équilibre alimentaire
Inconvénients : notre physiologie n'est pas adaptée à du complètement végétal , risque de déficience nutritionnelle, tentation pour les industriels d'imiter les produits animaux en utilisant des ingrédients de mauvaise qualité nutritionnelle et de nombreux additifs nocifs sur le long terme","détérioration moindre du linge. séchage trop lent pour les vêtements épais et risque d'odeur de moisi, problème d'espace pour les draps et grandes pièces, nécessité d'avoir des etendoirs de grande taille",54,3,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",1,0,5,5,5,3,3,4,5,0,Autonomie trop éloigné de la ville,,Tout à fait ,Oui c'est mon choix ,Oui,Pas contraignant,,,,,77,2,Principalement rural,Retraité
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",3,0,3,2,0,1,0,0,1,0," plus de partage, plus d'entraide",énormément à découvrir dans les pays proches ,Difficile quand l'on est soigneux ,Assez difficile de trouver ,Très sympa ce système de distribution ,"Seules, qui arrivent de nos îles manqueraient un peu quand même ",Je le fais déjà pour chaque absence de plus d'une journée ,C'est mieux que d'avoir chaud ,Manger plus de fruits et légumes qui sont nettement meilleurs pour la santé ,"Je n'ai pas de sèche linge, je n'en n'aurais donc jamais ",62,3,Principalement rural,Retraité
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",5,2,3,1,0,2,0,3,2,0,Mes horaires de travail et lieu de irréguliers. J'utilise blablacar pour les voyages plus longues,"J'ai fait beaucoup de voyages en avion. Depuis la pandemie, je réfléchis autrement. Je souhaite voyager plus souvent en train. Mais les lignes sncf pour voyager à travers la France sont lamentables, sans parler des tarifs exorbitants.",Le matériel emprunté est de meilleur qualité qu'un matériel acheté premier prix et utilisé qu'occasionnellement. Moins d'impact sur le climat,"Je déteste le fast fashion et son impact sur le climat, ainsi que les conditions de travail dans la production. Cela dit, je suis capable d'acheter un vêtement neuf  produit de façon éthique  à l'autre bout du monde",impact d'emballage sur le climat,"J'essaie dans la mesure du possible d'acheter local et bio. Je craque pour les avocats, tout en connaissance de cause des besoins d'eau dans la production. Aïe !!! Mauvais point",Fait systématiquement tous les soirs,Honnêtement c'est le coût de chauffage qui influence ma décision,"Je mange peu de protéines d'origine animale, connaissant l'impact d'élevage sur le climat et l'environnement. Mais connaissant l'impact de l'agriculture sur l'environnement de la production céréalière, sans parler des kilomètres carrés de plastique en Espagne qui nous fournit pléthore de légumes... Je reste sceptique","Je n'ai pas de sèche linge. J'en utilise  uniquement pour les couettes, dans une laverie",60,3,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",0,2,3,5,2,0,2,1,1,0,Ma liberté ,J’ai déjà beaucoup voyagé ,Je n’y avais pas pensé ,Hygiène ,Je conserve des doutes sur l’hygiène et les dates de péremption ,Je pratique déjà ,Il faudrait le redémarrage plus rapide,Je le fais déjà ,Je pratique déjà ,Je pratique déjà ,67,3,Principalement citadin,Retraité
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,5,1,0,2,2,0,2,5,3,,,Oui,Oui,Oui,,,,,,49,3,Principalement citadin,Avec un emploi
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,2,1,3,2,3,2,2,4,0,,En raison également du budget et des périodes de congé très courtes. ,"Non, gain de place. ",Non,Oui,,,J'ai déjà froid chez moi ! ,,,37,4,Principalement citadin,Avec un emploi
